rebalance_signal_date,symbol,eligibility_reason
2022-07-29,ABEO,eligible
2022-07-29,ABEV,eligible
2022-07-29,ABG,eligible
2022-07-29,ABI,missing_or_invalid_current_price
2022-07-29,ABIG,missing_or_invalid_current_price
2022-07-29,ABLV,missing_or_invalid_current_price
2022-07-29,ABLVW,missing_or_invalid_current_price
2022-07-29,ABM,eligible
2022-07-29,ABNB,eligible
2022-07-29,ABOS,eligible
2022-07-29,ABR,eligible
2022-07-29,ABR.PRD,eligible
2022-07-29,ABR.PRE,missing_or_invalid_current_volume
2022-07-29,ABR.PRF,missing_or_invalid_t_minus_21_price
2022-07-29,ABSI,eligible
2022-07-29,ABT,eligible
2022-07-29,ABTC,eligible
2022-07-29,ABTS,eligible
2022-07-29,ABUS,eligible
2022-07-29,ABVC,missing_or_invalid_t_minus_252_price
2022-07-29,ABVX,missing_or_invalid_current_price
2022-07-29,ABX,missing_or_invalid_current_volume
2022-07-29,ABXL,missing_or_invalid_current_price
2022-07-29,ACA,eligible
2022-07-29,ACAA,missing_or_invalid_current_price
2022-07-29,ACAAU,missing_or_invalid_current_price
2022-07-29,ACAAW,missing_or_invalid_current_price
2022-07-29,ACAD,eligible
2022-07-29,ACB,eligible
2022-07-29,ACCL,missing_or_invalid_current_price
2022-07-29,ACCO,eligible
2022-07-29,ACCS,eligible
2022-07-29,ACDC,missing_or_invalid_t_minus_252_price
2022-07-29,ACEL,eligible
2022-07-29,ACEP,missing_or_invalid_current_price
2022-07-29,ACET,eligible
2022-07-29,ACFN,missing_or_invalid_current_price
2022-07-29,ACGC,missing_or_invalid_current_price
2022-07-29,ACGCU,missing_or_invalid_current_price
2022-07-29,ACGCW,missing_or_invalid_current_price
2022-07-29,ACGL,eligible
2022-07-29,ACGLN,eligible
2022-07-29,ACGLO,missing_or_invalid_t_minus_21_price
2022-07-29,ACH,eligible
2022-07-29,ACHC,eligible
2022-07-29,ACHR,eligible
2022-07-29,ACHR.WS,missing_or_invalid_t_minus_252_price
2022-07-29,ACHV,eligible
2022-07-29,ACI,eligible
2022-07-29,ACIC,eligible
2022-07-29,ACIU,eligible
2022-07-29,ACIW,eligible
2022-07-29,ACLO,missing_or_invalid_current_price
2022-07-29,ACLS,eligible
2022-08-31,A,eligible
2022-08-31,AA,eligible
2022-08-31,AAAP,missing_or_invalid_current_price
2022-08-31,AAC.U,missing_or_invalid_t_minus_21_price
2022-08-31,AACB,missing_or_invalid_current_price
2022-08-31,AACBR,missing_or_invalid_current_price
2022-08-31,AACBU,missing_or_invalid_current_price
2022-08-31,AACG,eligible
2022-08-31,AACI,missing_or_invalid_current_volume
2022-08-31,AACIU,missing_or_invalid_current_volume
2022-08-31,AACIW,missing_or_invalid_current_volume
2022-08-31,AACO,missing_or_invalid_current_price
2022-08-31,AACOU,missing_or_invalid_current_price
2022-08-31,AACOW,missing_or_invalid_current_price
2022-08-31,AACP,missing_or_invalid_current_price
2022-08-31,AACPR,missing_or_invalid_current_price
2022-08-31,AACPU,missing_or_invalid_current_price
2022-08-31,AACPW,missing_or_invalid_current_price
2022-08-31,AADR,missing_or_invalid_current_volume
2022-08-31,AADX,missing_or_invalid_current_price
2022-08-31,AAEQ,missing_or_invalid_current_price
2022-08-31,AAL,eligible
2022-08-31,AALG,missing_or_invalid_current_price
2022-08-31,AAME,missing_or_invalid_current_volume
2022-08-31,AAMI,eligible
2022-08-31,AAOI,eligible
2022-08-31,AAON,eligible
2022-08-31,AAP,eligible
2022-08-31,AAPB,missing_or_invalid_current_volume
2022-08-31,AAPD,missing_or_invalid_t_minus_21_price
2022-08-31,AAPG,missing_or_invalid_current_price
2022-08-31,AAPL,eligible
2022-08-31,AAPU,missing_or_invalid_t_minus_21_price
2022-08-31,AARD,missing_or_invalid_current_price
2022-08-31,AAT,eligible
2022-08-31,AAUB,missing_or_invalid_current_price
2022-08-31,AAUC,missing_or_invalid_current_price
2022-08-31,AAUS,missing_or_invalid_current_price
2022-08-31,AAVM,missing_or_invalid_current_volume
2022-08-31,AAXJ,eligible
2022-08-31,AB,eligible
2022-08-31,ABAT,missing_or_invalid_current_price
2022-08-31,ABBV,eligible
2022-08-31,ABCB,eligible
2022-08-31,ABCL,eligible
2022-08-31,ABCS,missing_or_invalid_current_price
2022-08-31,ABEO,eligible
2022-08-31,ABEV,eligible
2022-08-31,ABG,eligible
2022-08-31,ABI,missing_or_invalid_current_price
2022-08-31,ABIG,missing_or_invalid_current_price
2022-08-31,ABLV,missing_or_invalid_current_price
2022-08-31,ABLVW,missing_or_invalid_current_price
2022-08-31,ABM,eligible
2022-08-31,ABNB,eligible
2022-08-31,ABOS,eligible
2022-08-31,ABR,eligible
2022-08-31,ABR.PRD,missing_or_invalid_current_volume
2022-08-31,ABR.PRE,missing_or_invalid_current_volume
2022-08-31,ABR.PRF,missing_or_invalid_t_minus_252_price
2022-08-31,ABSI,eligible
2022-08-31,ABT,eligible
2022-08-31,ABTC,eligible
2022-08-31,ABTS,eligible
2022-08-31,ABUS,eligible
2022-08-31,ABVC,eligible
2022-08-31,ABVX,missing_or_invalid_current_price
2022-08-31,ABX,missing_or_invalid_t_minus_252_price
2022-08-31,ABXL,missing_or_invalid_current_price
2022-08-31,ACA,eligible
2022-08-31,ACAA,missing_or_invalid_current_price
2022-08-31,ACAAU,missing_or_invalid_current_price
2022-08-31,ACAAW,missing_or_invalid_current_price
2022-08-31,ACAD,eligible
2022-08-31,ACB,eligible
2022-08-31,ACCL,missing_or_invalid_current_price
2022-08-31,ACCO,eligible
2022-08-31,ACCS,missing_or_invalid_t_minus_21_price
2022-08-31,ACDC,missing_or_invalid_t_minus_252_price
2022-08-31,ACEL,eligible
2022-08-31,ACEP,missing_or_invalid_current_price
2022-08-31,ACET,eligible
2022-08-31,ACFN,missing_or_invalid_current_price
2022-08-31,ACGC,missing_or_invalid_current_price
2022-08-31,ACGCU,missing_or_invalid_current_price
2022-08-31,ACGCW,missing_or_invalid_current_price
2022-08-31,ACGL,eligible
2022-08-31,ACGLN,eligible
2022-08-31,ACGLO,eligible
2022-08-31,ACH,eligible
2022-08-31,ACHC,eligible
2022-08-31,ACHR,eligible
2022-08-31,ACHR.WS,missing_or_invalid_current_volume
2022-08-31,ACHV,eligible
2022-08-31,ACI,eligible
2022-08-31,ACIC,eligible
2022-08-31,ACIU,eligible
2022-08-31,ACIW,eligible
2022-08-31,ACLO,missing_or_invalid_current_price
2022-08-31,ACLS,eligible
2022-09-30,A,eligible
2022-09-30,AA,eligible
2022-09-30,AAAP,missing_or_invalid_current_price
2022-09-30,AAC.U,missing_or_invalid_current_volume
2022-09-30,AACB,missing_or_invalid_current_price
2022-09-30,AACBR,missing_or_invalid_current_price
2022-09-30,AACBU,missing_or_invalid_current_price
2022-09-30,AACG,missing_or_invalid_current_volume
2022-09-30,AACI,missing_or_invalid_t_minus_21_price
2022-09-30,AACIU,missing_or_invalid_current_volume
2022-09-30,AACIW,missing_or_invalid_current_volume
2022-09-30,AACO,missing_or_invalid_current_price
2022-09-30,AACOU,missing_or_invalid_current_price
2022-09-30,AACOW,missing_or_invalid_current_price
2022-09-30,AACP,missing_or_invalid_current_price
2022-09-30,AACPR,missing_or_invalid_current_price
2022-09-30,AACPU,missing_or_invalid_current_price
2022-09-30,AACPW,missing_or_invalid_current_price
2022-09-30,AADR,missing_or_invalid_current_volume
2022-09-30,AADX,missing_or_invalid_current_price
2022-09-30,AAEQ,missing_or_invalid_current_price
2022-09-30,AAL,eligible
2022-09-30,AALG,missing_or_invalid_current_price
2022-09-30,AAME,missing_or_invalid_current_volume
2022-09-30,AAMI,eligible
2022-09-30,AAOI,eligible
2022-09-30,AAON,eligible
2022-09-30,AAP,eligible
2022-09-30,AAPB,missing_or_invalid_t_minus_21_price
2022-09-30,AAPD,missing_or_invalid_t_minus_252_price
2022-09-30,AAPG,missing_or_invalid_current_price
2022-09-30,AAPL,eligible
2022-09-30,AAPU,missing_or_invalid_t_minus_252_price
2022-09-30,AARD,missing_or_invalid_current_price
2022-09-30,AAT,eligible
2022-09-30,AAUB,missing_or_invalid_current_price
2022-09-30,AAUC,missing_or_invalid_current_price
2022-09-30,AAUS,missing_or_invalid_current_price
2022-09-30,AAVM,missing_or_invalid_current_volume
2022-09-30,AAXJ,eligible
2022-09-30,AB,eligible
2022-09-30,ABAT,missing_or_invalid_current_price
2022-09-30,ABBV,eligible
2022-09-30,ABCB,eligible
2022-09-30,ABCL,eligible
2022-09-30,ABCS,missing_or_invalid_current_price
2022-09-30,ABEO,eligible
2022-09-30,ABEV,eligible
2022-09-30,ABG,eligible
2022-09-30,ABI,missing_or_invalid_current_price
2022-09-30,ABIG,missing_or_invalid_current_price
2022-09-30,ABLV,missing_or_invalid_current_price
2022-09-30,ABLVW,missing_or_invalid_current_price
2022-09-30,ABM,eligible
2022-09-30,ABNB,eligible
2022-09-30,ABOS,eligible
2022-09-30,ABR,eligible
2022-09-30,ABR.PRD,missing_or_invalid_t_minus_21_price
2022-09-30,ABR.PRE,missing_or_invalid_t_minus_21_price
2022-09-30,ABR.PRF,missing_or_invalid_t_minus_252_price
2022-09-30,ABSI,eligible
2022-09-30,ABT,eligible
2022-09-30,ABTC,eligible
2022-09-30,ABTS,missing_or_invalid_current_volume
2022-09-30,ABUS,eligible
2022-09-30,ABVC,missing_or_invalid_t_minus_252_price
2022-09-30,ABVX,missing_or_invalid_current_price
2022-09-30,ABX,missing_or_invalid_current_volume
2022-09-30,ABXL,missing_or_invalid_current_price
2022-09-30,ACA,eligible
2022-09-30,ACAA,missing_or_invalid_current_price
2022-09-30,ACAAU,missing_or_invalid_current_price
2022-09-30,ACAAW,missing_or_invalid_current_price
2022-09-30,ACAD,eligible
2022-09-30,ACB,eligible
2022-09-30,ACCL,missing_or_invalid_current_price
2022-09-30,ACCO,eligible
2022-09-30,ACCS,missing_or_invalid_current_volume
2022-09-30,ACDC,missing_or_invalid_t_minus_252_price
2022-09-30,ACEL,eligible
2022-09-30,ACEP,missing_or_invalid_current_price
2022-09-30,ACET,eligible
2022-09-30,ACFN,missing_or_invalid_current_price
2022-09-30,ACGC,missing_or_invalid_current_price
2022-09-30,ACGCU,missing_or_invalid_current_price
2022-09-30,ACGCW,missing_or_invalid_current_price
2022-09-30,ACGL,eligible
2022-09-30,ACGLN,eligible
2022-09-30,ACGLO,eligible
2022-09-30,ACH,eligible
2022-09-30,ACHC,eligible
2022-09-30,ACHR,eligible
2022-09-30,ACHR.WS,missing_or_invalid_current_volume
2022-09-30,ACHV,eligible
2022-09-30,ACI,eligible
2022-09-30,ACIC,eligible
2022-09-30,ACIU,eligible
2022-09-30,ACIW,eligible
2022-09-30,ACLO,missing_or_invalid_current_price
2022-09-30,ACLS,eligible
2022-10-31,A,eligible
2022-10-31,AA,eligible
2022-10-31,AAAP,missing_or_invalid_current_price
2022-10-31,AAC.U,missing_or_invalid_current_volume
2022-10-31,AACB,missing_or_invalid_current_price
2022-10-31,AACBR,missing_or_invalid_current_price
2022-10-31,AACBU,missing_or_invalid_current_price
2022-10-31,AACG,missing_or_invalid_current_volume
2022-10-31,AACI,missing_or_invalid_t_minus_252_price
2022-10-31,AACIU,missing_or_invalid_current_volume
2022-10-31,AACIW,missing_or_invalid_current_volume
2022-10-31,AACO,missing_or_invalid_current_price
2022-10-31,AACOU,missing_or_invalid_current_price
2022-10-31,AACOW,missing_or_invalid_current_price
2022-10-31,AACP,missing_or_invalid_current_price
2022-10-31,AACPR,missing_or_invalid_current_price
2022-10-31,AACPU,missing_or_invalid_current_price
2022-10-31,AACPW,missing_or_invalid_current_price
2022-10-31,AADR,missing_or_invalid_current_volume
2022-10-31,AADX,missing_or_invalid_current_price
2022-10-31,AAEQ,missing_or_invalid_current_price
2022-10-31,AAL,eligible
2022-10-31,AALG,missing_or_invalid_current_price
2022-10-31,AAME,missing_or_invalid_t_minus_21_price
2022-10-31,AAMI,eligible
2022-10-31,AAOI,eligible
2022-10-31,AAON,eligible
2022-10-31,AAP,eligible
2022-10-31,AAPB,missing_or_invalid_current_volume
2022-10-31,AAPD,missing_or_invalid_t_minus_252_price
2022-10-31,AAPG,missing_or_invalid_current_price
2022-10-31,AAPL,eligible
2022-10-31,AAPU,missing_or_invalid_t_minus_252_price
2022-10-31,AARD,missing_or_invalid_current_price
2022-10-31,AAT,eligible
2022-10-31,AAUB,missing_or_invalid_current_price
2022-10-31,AAUC,missing_or_invalid_current_price
2022-10-31,AAUS,missing_or_invalid_current_price
2022-10-31,AAVM,missing_or_invalid_current_volume
2022-10-31,AAXJ,eligible
2022-10-31,AB,eligible
2022-10-31,ABAT,missing_or_invalid_current_price
2022-10-31,ABBV,eligible
2022-10-31,ABCB,eligible
2022-10-31,ABCL,eligible
2022-10-31,ABCS,missing_or_invalid_current_price
2022-10-31,ABEO,eligible
2022-10-31,ABEV,eligible
2022-10-31,ABG,eligible
2022-10-31,ABI,missing_or_invalid_current_price
2022-10-31,ABIG,missing_or_invalid_current_price
2022-10-31,ABLV,missing_or_invalid_current_price
2022-10-31,ABLVW,missing_or_invalid_current_price
2022-10-31,ABM,eligible
2022-10-31,ABNB,eligible
2022-10-31,ABOS,eligible
2022-10-31,ABR,eligible
2022-10-31,ABR.PRD,eligible
2022-10-31,ABR.PRE,eligible
2022-10-31,ABR.PRF,eligible
2022-10-31,ABSI,eligible
2022-10-31,ABT,eligible
2022-10-31,ABTC,eligible
2022-10-31,ABTS,missing_or_invalid_current_volume
2022-10-31,ABUS,eligible
2022-10-31,ABVC,eligible
2022-10-31,ABVX,missing_or_invalid_current_price
2022-10-31,ABX,missing_or_invalid_current_volume
2022-10-31,ABXL,missing_or_invalid_current_price
2022-10-31,ACA,eligible
2022-10-31,ACAA,missing_or_invalid_current_price
2022-10-31,ACAAU,missing_or_invalid_current_price
2022-10-31,ACAAW,missing_or_invalid_current_price
2022-10-31,ACAD,eligible
2022-10-31,ACB,eligible
2022-10-31,ACCL,missing_or_invalid_current_price
2022-10-31,ACCO,eligible
2022-10-31,ACCS,missing_or_invalid_current_volume
2022-10-31,ACDC,missing_or_invalid_t_minus_252_price
2022-10-31,ACEL,eligible
2022-10-31,ACEP,missing_or_invalid_current_price
2022-10-31,ACET,eligible
2022-10-31,ACFN,missing_or_invalid_current_price
2022-10-31,ACGC,missing_or_invalid_current_price
2022-10-31,ACGCU,missing_or_invalid_current_price
2022-10-31,ACGCW,missing_or_invalid_current_price
2022-10-31,ACGL,eligible
2022-10-31,ACGLN,eligible
2022-10-31,ACGLO,missing_or_invalid_current_volume
2022-10-31,ACH,eligible
2022-10-31,ACHC,eligible
2022-10-31,ACHR,eligible
2022-10-31,ACHR.WS,missing_or_invalid_current_volume
2022-10-31,ACHV,eligible
2022-10-31,ACI,eligible
2022-10-31,ACIC,eligible
2022-10-31,ACIU,eligible
2022-10-31,ACIW,eligible
2022-10-31,ACLO,missing_or_invalid_current_price
2022-10-31,ACLS,eligible
2022-11-30,A,eligible
2022-11-30,AA,eligible
2022-11-30,AAAP,missing_or_invalid_current_price
2022-11-30,AAC.U,missing_or_invalid_current_volume
2022-11-30,AACB,missing_or_invalid_current_price
2022-11-30,AACBR,missing_or_invalid_current_price
2022-11-30,AACBU,missing_or_invalid_current_price
2022-11-30,AACG,missing_or_invalid_current_volume
2022-11-30,AACI,missing_or_invalid_current_volume
2022-11-30,AACIU,missing_or_invalid_current_volume
2022-11-30,AACIW,missing_or_invalid_t_minus_21_price
2022-11-30,AACO,missing_or_invalid_current_price
2022-11-30,AACOU,missing_or_invalid_current_price
2022-11-30,AACOW,missing_or_invalid_current_price
2022-11-30,AACP,missing_or_invalid_current_price
2022-11-30,AACPR,missing_or_invalid_current_price
2022-11-30,AACPU,missing_or_invalid_current_price
2022-11-30,AACPW,missing_or_invalid_current_price
2022-11-30,AADR,missing_or_invalid_t_minus_21_price
2022-11-30,AADX,missing_or_invalid_current_price
2022-11-30,AAEQ,missing_or_invalid_current_price
2022-11-30,AAL,eligible
2022-11-30,AALG,missing_or_invalid_current_price
2022-11-30,AAME,missing_or_invalid_current_volume
2022-11-30,AAMI,eligible
2022-11-30,AAOI,eligible
2022-11-30,AAON,eligible
2022-11-30,AAP,eligible
2022-11-30,AAPB,missing_or_invalid_t_minus_21_price
2022-11-30,AAPD,missing_or_invalid_t_minus_252_price
2022-11-30,AAPG,missing_or_invalid_current_price
2022-11-30,AAPL,eligible
2022-11-30,AAPU,missing_or_invalid_t_minus_252_price
2022-11-30,AARD,missing_or_invalid_current_price
2022-11-30,AAT,eligible
2022-11-30,AAUB,missing_or_invalid_current_price
2022-11-30,AAUC,missing_or_invalid_current_price
2022-11-30,AAUS,missing_or_invalid_current_price
2022-11-30,AAVM,missing_or_invalid_t_minus_21_price
2022-11-30,AAXJ,eligible
2022-11-30,AB,eligible
2022-11-30,ABAT,missing_or_invalid_current_price
2022-11-30,ABBV,eligible
2022-11-30,ABCB,eligible
2022-11-30,ABCL,eligible
2022-11-30,ABCS,missing_or_invalid_current_price
2022-11-30,ABEO,eligible
2022-11-30,ABEV,eligible
2022-11-30,ABG,eligible
2022-11-30,ABI,missing_or_invalid_current_price
2022-11-30,ABIG,missing_or_invalid_current_price
2022-11-30,ABLV,missing_or_invalid_current_price
2022-11-30,ABLVW,missing_or_invalid_current_volume
2022-11-30,ABM,eligible
2022-11-30,ABNB,eligible
2022-11-30,ABOS,eligible
2022-11-30,ABR,eligible
2022-11-30,ABR.PRD,eligible
2022-11-30,ABR.PRE,eligible
2022-11-30,ABR.PRF,eligible
2022-11-30,ABSI,eligible
2022-11-30,ABT,eligible
2022-11-30,ABTC,eligible
2022-11-30,ABTS,missing_or_invalid_current_volume
2022-11-30,ABUS,eligible
2022-11-30,ABVC,missing_or_invalid_current_volume
2022-11-30,ABVX,missing_or_invalid_current_price
2022-11-30,ABX,missing_or_invalid_current_volume
2022-11-30,ABXL,missing_or_invalid_current_price
2022-11-30,ACA,eligible
2022-11-30,ACAA,missing_or_invalid_current_price
2022-11-30,ACAAU,missing_or_invalid_current_price
2022-11-30,ACAAW,missing_or_invalid_current_price
2022-11-30,ACAD,eligible
2022-11-30,ACB,eligible
2022-11-30,ACCL,missing_or_invalid_current_price
2022-11-30,ACCO,eligible
2022-11-30,ACCS,missing_or_invalid_current_volume
2022-11-30,ACDC,missing_or_invalid_t_minus_252_price
2022-11-30,ACEL,eligible
2022-11-30,ACEP,missing_or_invalid_current_price
2022-11-30,ACET,eligible
2022-11-30,ACFN,missing_or_invalid_current_price
2022-11-30,ACGC,missing_or_invalid_current_price
2022-11-30,ACGCU,missing_or_invalid_current_price
2022-11-30,ACGCW,missing_or_invalid_current_price
2022-11-30,ACGL,eligible
2022-11-30,ACGLN,eligible
2022-11-30,ACGLO,missing_or_invalid_t_minus_21_price
2022-11-30,ACH,eligible
2022-11-30,ACHC,eligible
2022-11-30,ACHR,eligible
2022-11-30,ACHR.WS,missing_or_invalid_current_volume
2022-11-30,ACHV,eligible
2022-11-30,ACI,eligible
2022-11-30,ACIC,missing_or_invalid_t_minus_21_price
2022-11-30,ACIU,eligible
2022-11-30,ACIW,eligible
2022-11-30,ACLO,missing_or_invalid_current_price
2022-11-30,ACLS,eligible
2022-12-30,A,eligible
2022-12-30,AA,eligible
2022-12-30,AAAP,missing_or_invalid_current_price
2022-12-30,AAC.U,missing_or_invalid_current_volume
2022-12-30,AACB,missing_or_invalid_current_price
2022-12-30,AACBR,missing_or_invalid_current_price
2022-12-30,AACBU,missing_or_invalid_current_price
2022-12-30,AACG,missing_or_invalid_current_volume
2022-12-30,AACI,missing_or_invalid_current_volume
2022-12-30,AACIU,missing_or_invalid_current_volume
2022-12-30,AACIW,missing_or_invalid_current_volume
2022-12-30,AACO,missing_or_invalid_current_price
2022-12-30,AACOU,missing_or_invalid_current_price
2022-12-30,AACOW,missing_or_invalid_current_price
2022-12-30,AACP,missing_or_invalid_current_price
2022-12-30,AACPR,missing_or_invalid_current_price
2022-12-30,AACPU,missing_or_invalid_current_price
2022-12-30,AACPW,missing_or_invalid_current_price
2022-12-30,AADR,missing_or_invalid_current_volume
2022-12-30,AADX,missing_or_invalid_current_price
2022-12-30,AAEQ,missing_or_invalid_current_price
2022-12-30,AAL,eligible
2022-12-30,AALG,missing_or_invalid_current_price
2022-12-30,AAME,missing_or_invalid_current_volume
2022-12-30,AAMI,eligible
2022-12-30,AAOI,eligible
2022-12-30,AAON,eligible
2022-12-30,AAP,eligible
2022-12-30,AAPB,missing_or_invalid_current_volume
2022-12-30,AAPD,missing_or_invalid_t_minus_252_price
2022-12-30,AAPG,missing_or_invalid_current_price
2022-12-30,AAPL,eligible
2022-12-30,AAPU,missing_or_invalid_t_minus_252_price
2022-12-30,AARD,missing_or_invalid_current_price
2022-12-30,AAT,eligible
2022-12-30,AAUB,missing_or_invalid_current_price
2022-12-30,AAUC,missing_or_invalid_current_price
2022-12-30,AAUS,missing_or_invalid_current_price
2022-12-30,AAVM,eligible
2022-12-30,AAXJ,eligible
2022-12-30,AB,eligible
2022-12-30,ABAT,missing_or_invalid_current_price
2022-12-30,ABBV,eligible
2022-12-30,ABCB,eligible
2022-12-30,ABCL,eligible
2022-12-30,ABCS,missing_or_invalid_current_price
2022-12-30,ABEO,eligible
2022-12-30,ABEV,eligible
2022-12-30,ABG,eligible
2022-12-30,ABI,missing_or_invalid_current_price
2022-12-30,ABIG,missing_or_invalid_current_price
